New IonID,UTHSC ID,M/Z_OLD_BXD_STUDY,M/Z_AGING_STUDY_2017,AGING_ID,Primary_HMDB_ID,ChemicalFormula,Confidence,Primary Name,Secondary Names,ChEBI_ID,ChEMBL_ID,CAS_number,PubChem_ID,ChemSpider_ID,UNII_ID,EC_number,KEGG_ID,Description,Molecular_Weight,Nugowiki_ID,Aliases,Type,Tissue
769,703.6163677_MZ,703.6163677,,,HMDB07210,C45H84O5,60,Diglyceride (18:1(11Z)/24:1(15Z)/0:0),,none,,none,53478085,24765990,,,none,"DG(18:1(11Z)/24:1(15Z)/0:0) is a diglyceride, or a diacylglycerol (DAG). It is a glyceride consisting of two fatty acid chains covalently bonded to a glycerol molecule through ester linkages. Diacylglycerols can have many different combinations of fatty acids attached at both the C-1 and C-2 positions. DG(18:1(11Z)/24:1(15Z)/0:0), in particular, consists of one chain of vaccenic acid at the C-1 position and one chain of nervonic acid at the C-2 position. The vaccenic acid moiety is derived from butter fat and animal fat, while the nervonic acid moiety is derived from fish oils. Mono- and diacylglycerols are common food additives used to blend together certain ingredients, such as oil and water, which would not otherwise blend well. Dacylglycerols are often found in bakery products, beverages, ice cream, chewing gum, shortening, whipped toppings, margarine, and confections. Synthesis of diacylglycerol begins with glycerol-3-phosphate, which is derived primarily from dihydroxyacetone phosphate, a product of glycolysis (usually in the cytoplasm of liver or adipose tissue cells). Glycerol-3-phosphate is first acylated with acyl-coenzyme A (acyl-CoA) to form lysophosphatidic acid, which is then acylated with another molecule of acyl-CoA to yield phosphatidic acid. Phosphatidic acid is then de-phosphorylated to form diacylglycerol.Diacylglycerols are precursors to triacylglycerols (triglyceride), which are formed by the addition of a third fatty acid to the diacylglycerol under the catalysis of diglyceride acyltransferase. Since diacylglycerols are synthesized via phosphatidic acid, they will usually contain a saturated fatty acid at the C-1 position on the glycerol moiety and an unsaturated fatty acid at the C-2 position.",,6334,"1-Vaccenoyl-2-nervonoyl-sn-glycerol,DAG(18:1/24:1),DAG(18:1n7/24:1n9),DAG(18:1w7/24:1w9),DAG(42:2),DG(18:1/24:1),DG(18:1n7/24:1n9),DG(18:1w7/24:1w9),DG(42:2),Diacylglycerol,Diacylglycerol(18:1/24:1),Diacylglycerol(18:1n7/24:1n9),Diacylglycerol(18:1w7/24:1w9),Diacylglycerol(42:2),Diglyceride          ",Endogenous,All Tissues
770,705.6325794_MZ,705.6325794,,,HMDB07181,C45H86O5,48,Diglyceride (18:0/24:1(15Z)/0:0),,none,,none,53478056,24765961,,,none,"DG(18:0/24:1(15Z)/0:0) is a diglyceride, or a diacylglycerol (DAG). It is a glyceride consisting of two fatty acid chains covalently bonded to a glycerol molecule through ester linkages. Diacylglycerols can have many different combinations of fatty acids attached at both the C-1 and C-2 positions. DG(18:0/24:1(15Z)/0:0), in particular, consists of one chain of stearic acid at the C-1 position and one chain of nervonic acid at the C-2 position. The stearic acid moiety is derived from animal fats, coco butter and sesame oil, while the nervonic acid moiety is derived from fish oils. Mono- and diacylglycerols are common food additives used to blend together certain ingredients, such as oil and water, which would not otherwise blend well. Dacylglycerols are often found in bakery products, beverages, ice cream, chewing gum, shortening, whipped toppings, margarine, and confections. Synthesis of diacylglycerol begins with glycerol-3-phosphate, which is derived primarily from dihydroxyacetone phosphate, a product of glycolysis (usually in the cytoplasm of liver or adipose tissue cells). Glycerol-3-phosphate is first acylated with acyl-coenzyme A (acyl-CoA) to form lysophosphatidic acid, which is then acylated with another molecule of acyl-CoA to yield phosphatidic acid. Phosphatidic acid is then de-phosphorylated to form diacylglycerol.Diacylglycerols are precursors to triacylglycerols (triglyceride), which are formed by the addition of a third fatty acid to the diacylglycerol under the catalysis of diglyceride acyltransferase. Since diacylglycerols are synthesized via phosphatidic acid, they will usually contain a saturated fatty acid at the C-1 position on the glycerol moiety and an unsaturated fatty acid at the C-2 position.",,6305,"1-Stearoyl-2-nervonoyl-sn-glycerol,DAG(18:0/24:1),DAG(18:0/24:1n9),DAG(18:0/24:1w9),DAG(42:1),DG(18:0/24:1),DG(18:0/24:1n9),DG(18:0/24:1w9),DG(42:1),Diacylglycerol,Diacylglycerol(18:0/24:1),Diacylglycerol(18:0/24:1n9),Diacylglycerol(18:0/24:1w9),Diacylglycerol(42:1),Diglyceride          ",Endogenous,All Tissues
771,706.2379919_MZ,706.2379919,,,HMDB06537,C26H45NO21,100,(a-D-mannosyl)2-b-D-mannosyl-N-acetylglucosamine,"Lacto-N-tetraose, Neolactotetraose, Alpha-D-Manp-(1 -> 2)-a-D-Manp-(1 -> 2)-a-D-Manp-(1 -> 3)-b-D-Manp-(1 -> 4)-D-GlcNAcp",none,,none,53477854,none,,,none,(alpha-D-mannosyl)2-beta-D-mannosyl-N-acetylglucosamine is an intermediate in aminosugars metabolism. It is substrate of Lysosomal alpha-mannosidase.,707.6296,5662,"(alpha-D-mannosyl)2-beta-D-mannosyl-N-acetylglucosamine,(alpha-delta-mannosyl)2-beta-delta-mannosyl-N-acetylglucosamine,Not Available                ",Endogenous,
772,706.5243422_MZ,706.5243422,,,HMDB07928,C38H74NO7P,18,Phosphatidylcholine (14:1(9Z)/P-16:0),,none,,none,53478639,24766604,,,C00157,"PC(14:1(9Z)/P-16:0) is a phosphatidylcholine (PC or GPCho). It is a glycerophospholipid in which a phosphorylcholine moiety occupies a glycerol substitution site. As is the case with diacylglycerols, glycerophosphocholines can have many different combinations of fatty acids of varying lengths and saturation attached at the C-1 and C-2 positions. Fatty acids containing 16, 18 and 20 carbons are the most common. PC(14:1(9Z)/P-16:0), in particular, consists of one chain of myristoleic acid at the C-1 position and one chain of plasmalogen 16:0 at the C-2 position. The myristoleic acid moiety is derived from milk fats, while the plasmalogen 16:0 moiety is derived from animal fats, liver and kidney. Phospholipids, are ubiquitous in nature and are key components of the lipid bilayer of cells, as well as being involved in metabolism and signaling. While most phospholipids have a saturated fatty acid on C-1 and an unsaturated fatty acid on C-2 of the glycerol backbone, the fatty acid distribution at the C-1 and C-2 positions of glycerol within phospholipids is continually in flux, owing to phospholipid degradation and the continuous phospholipid remodeling that occurs while these molecules are in membranes. PCs can be synthesized via three different routes. In one route, choline is activated first by phosphorylation and then by coupling to CDP prior to attachment to phosphatidic acid. PCs can also synthesized by the addition of choline to CDP-activated 1,2-diacylglycerol. A third route to PC synthesis involves the conversion of either PS or PE to PC. Plasmalogens are glycerol ether phospholipids. They are of two types, alkyl ether (-O-CH2-) and alkenyl ether (-O-CH=CH-). Dihydroxyacetone phosphate (DHAP) serves as the glycerol precursor for the synthesis of plasmalogens. Three major classes of plasmalogens have been identified: choline, ethanolamine and serine derivatives. Ethanolamine plasmalogen is prevalent in myelin. Choline plasmalogen is abundant in cardiac tissue. Usually, the highest proportion of the plasmalogen form is in the ethanolamine class with rather less in choline, and commonly little or none in other phospholipids such as phosphatidylinositol. In choline plasmalogens of most tissues, a higher proportion is often of the O-alkyl rather than the O-alkenyl form, but the reverse tends to be true in heart lipids. In animal tissues, the alkyl and alkenyl moieties in both non-polar and phospholipids tend to be rather simple in composition with 16:0, 18:0 and 18:1 (double bond in position 9) predominating. Ether analogues of triacylglycerols, i.e. 1-alkyldiacyl-sn-glycerols, are present at trace levels only if at all in most animal tissues, but they can be major components of some marine lipids.",,7052,"1-Myristoleoyl-2-(1-enyl-palmitoyl)-sn-glycero-3-phosphocholine,GPCho(14:1/16:0),GPCho(14:1n5/16:0),GPCho(14:1w5/16:0),GPCho(30:1),Lecithin,PC(14:1/16:0),PC(14:1n5/16:0),PC(14:1w5/16:0),PC(30:1),Phosphatidylcholine(14:1/16:0),Phosphatidylcholine(14:1n5/16:0),Phosphatidylcholine(14:1w5/16:0),Phosphatidylcholine(30:1) ",Endogenous,All Tissues
773,710.4634302_MZ,710.4634302,,,HMDB08838,C39H70NO8P,44,"Phosphatidylethanolamine (14:0/20:4(5Z,8Z,11Z,14Z))",,none,,none,52924939,24768343,,,C00350,"PE(14:0/20:4(5Z,8Z,11Z,14Z)) is a phosphatidylethanolamine (PE or GPEtn). It is a glycerophospholipid in which a phosphorylethanolamine moiety occupies a glycerol substitution site. As is the case with diacylglycerols, glycerophosphoethanolamines can have many different combinations of fatty acids of varying lengths and saturation attached at the C-1 and C-2 positions. Fatty acids containing 16, 18 and 20 carbons are the most common. PE(14:0/20:4(5Z,8Z,11Z,14Z)), in particular, consists of one chain of myristic acid at the C-1 position and one chain of arachidonic acid at the C-2 position. The myristic acid moiety is derived from nutmeg and butter, while the arachidonic acid moiety is derived from animal fats and eggs. Phospholipids, are ubiquitous in nature and are key components of the lipid bilayer of cells, as well as being involved in metabolism and signaling.While most phospholipids have a saturated fatty acid on C-1 and an unsaturated fatty acid on C-2 of the glycerol backbone, the fatty acid distribution at the C-1 and C-2 positions of glycerol within phospholipids is continually in flux, owing to phospholipid degradation and the continuous phospholipid remodeling that occurs while these molecules are in membranes. PEs are neutral zwitterions at physiological pH. They mostly have palmitic or stearic acid on carbon 1 and a long chain unsaturated fatty acid (e.g. 18:2, 20:4 and 22:6) on carbon 2. PE synthesis can occur via two pathways. The first requires that ethanolamine be activated by phosphorylation and then coupled to CDP. The ethanolamine is then transferred from CDP-ethanolamine to phosphatidic acid to yield PE. The second involves the decarboxylation of PS.",,7962,"1-Myristoyl-2-arachidonoyl-sn-glycero-3-phosphoethanolamine,GPEtn(14:0/20:4),GPEtn(14:0/20:4n6),GPEtn(14:0/20:4w6),GPEtn(34:4),PE(14:0/20:4),PE(14:0/20:4n6),PE(14:0/20:4w6),PE(34:4),Phophatidylethanolamine(14:0/20:4),Phophatidylethanolamine(14:0/20:4n6),Phophatidylethanolamine(14:0/20:4w6),Phophatidylethanolamine(34:4)           ",Endogenous,"All Tissues,Brain"
775,713.5494699_MZ,713.5494699,,,HMDB07411,C45H74O5,36,"Diglyceride (20:1(11Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0)",,none,,none,9543929,7822879,,,none,"DG(20:1(11Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0) is a diglyceride, or a diacylglycerol (DAG). It is a glyceride consisting of two fatty acid chains covalently bonded to a glycerol molecule through ester linkages. Diacylglycerols can have many different combinations of fatty acids attached at both the C-1 and C-2 positions. DG(20:1(11Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0), in particular, consists of one chain of eicosenoic acid at the C-1 position and one chain of docosahexaenoic acid at the C-2 position. The eicosenoic acid moiety is derived from vegetable oils and cod oils, while the docosahexaenoic acid moiety is derived from fish oils. Mono- and diacylglycerols are common food additives used to blend together certain ingredients, such as oil and water, which would not otherwise blend well. Dacylglycerols are often found in bakery products, beverages, ice cream, chewing gum, shortening, whipped toppings, margarine, and confections. Synthesis of diacylglycerol begins with glycerol-3-phosphate, which is derived primarily from dihydroxyacetone phosphate, a product of glycolysis (usually in the cytoplasm of liver or adipose tissue cells). Glycerol-3-phosphate is first acylated with acyl-coenzyme A (acyl-CoA) to form lysophosphatidic acid, which is then acylated with another molecule of acyl-CoA to yield phosphatidic acid. Phosphatidic acid is then de-phosphorylated to form diacylglycerol.Diacylglycerols are precursors to triacylglycerols (triglyceride), which are formed by the addition of a third fatty acid to the diacylglycerol under the catalysis of diglyceride acyltransferase. Since diacylglycerols are synthesized via phosphatidic acid, they will usually contain a saturated fatty acid at the C-1 position on the glycerol moiety and an unsaturated fatty acid at the C-2 position.",,6535,"1-Eicosenoyl-2-docosahexaenoyl-sn-glycerol,DAG(20:1/22:6),DAG(20:1n9/22:6n3),DAG(20:1w9/22:6w3),DAG(42:7),DG(20:1/22:6),DG(20:1n9/22:6n3),DG(20:1w9/22:6w3),DG(42:7),Diacylglycerol,Diacylglycerol(20:1/22:6),Diacylglycerol(20:1n9/22:6n3),Diacylglycerol(20:1w9/22:6w3),Diacylglycerol(42:7),Diglyceride          ",Endogenous,All Tissues
777,716.5193608_MZ,716.5193608,,,HMDB07936,C39H76NO8P,37,Phosphatidylcholine (15:0/16:1(9Z)),,none,,none,24778657,24766612,,,C00157,"PC(15:0/16:1(9Z)) is a phosphatidylcholine (PC or GPCho). It is a glycerophospholipid in which a phosphorylcholine moiety occupies a glycerol substitution site. As is the case with diacylglycerols, glycerophosphocholines can have many different combinations of fatty acids of varying lengths and saturation attached at the C-1 and C-2 positions. Fatty acids containing 16, 18 and 20 carbons are the most common. PC(15:0/16:1(9Z)), in particular, consists of one chain of pentadecanoic acid at the C-1 position and one chain of palmitoleic acid at the C-2 position. The pentadecanoic acid moiety is derived from dairy products and milk fat, while the palmitoleic acid moiety is derived from animal fats and vegetable oils. Phospholipids, are ubiquitous in nature and are key components of the lipid bilayer of cells, as well as being involved in metabolism and signaling.While most phospholipids have a saturated fatty acid on C-1 and an unsaturated fatty acid on C-2 of the glycerol backbone, the fatty acid distribution at the C-1 and C-2 positions of glycerol within phospholipids is continually in flux, owing to phospholipid degradation and the continuous phospholipid remodeling that occurs while these molecules are in membranes. PCs can be synthesized via three different routes. In one route, choline is activated first by phosphorylation and then by coupling to CDP prior to attachment to phosphatidic acid. PCs can also synthesized by the addition of choline to CDP-activated 1,2-diacylglycerol. A third route to PC synthesis involves the conversion of either PS or PE to PC.",717.9964,7060,"1-Pentadecanoyl-2-palmitoleoyl-sn-glycero-3-phosphocholine,GPCho(15:0/16:1),GPCho(15:0/16:1n7),GPCho(15:0/16:1w7),GPCho(31:1),Lecithin,PC(15:0/16:1),PC(15:0/16:1n7),PC(15:0/16:1w7),PC(31:1),Phosphatidylcholine(15:0/16:1),Phosphatidylcholine(15:0/16:1n7),Phosphatidylcholine(15:0/16:1w7),Phosphatidylcholine(31:1) ",Endogenous,All Tissues
778,717.4825155_MZ,717.4825155,,,HMDB10586,C38H71O10P,60,Phosphatidylglycerol16:1(9Z)/16:1(9Z)),,,,,,,,,,,,,,,
779,717.5919945_MZ,717.5919945,,,HMDB10374,C49H78O2,38,"Cholesterol ester (22:5(4Z,7Z,10Z,13Z,16Z))",,none,,none,53480462,none,,,none,"CE(22:5(4Z,7Z,10Z,13Z,16Z)) is a cholesterol fatty acid ester or simply a cholesterol ester (CE). Cholesterol esters are cholesterol molecules with long-chain fatty acids linked to the hydroxyl group. They are much less polar than free cholesterol and appear to be the preferred form for transport in plasma and for storage. Cholesterol esters do not contribute to membranes but are packed into intracellular lipid particles or lipoprotein particles. Because of the mechanism of synthesis, plasma cholesterol esters tend to contain relatively high proportions of C18 fatty acids. Cholesterol esters are major constituents of the adrenal glands and they also accumulate in the fatty lesions of atherosclerotic plaques. Cholesterol esters are also major constituents of the lipoprotein particles carried in blood (HDL, LDL, VLDL). The cholesterol esters in high-density lipoproteins (HDL) are synthesized largely by transfer of fatty acids to cholesterol from position sn-2 (or C-2) of phosphatidylcholine catalyzed by the enzyme lecithin cholesterol acyl transferase (LCAT). The enzyme also promotes the transfer of cholesterol from cells to HDL. As cholesterol esters accumulate in the lipoprotein core, cholesterol is removed from its surface thus promoting the flow of cholesterol from cell membranes into HDL. This in turn leads to morphological changes in HDL, which grow and become spherical. Subsequently, cholesterol esters are transferred to the other lipoprotein fractions LDL and VLDL, a reaction catalyzed by cholesteryl ester transfer protein. Another enzyme, acyl-CoA:cholesterol acyltransferase (ACAT) synthesizes cholesterol esters from CoA esters of fatty acids and cholesterol. Cholesterol ester hydrolases liberate cholesterol and free fatty acids when required for membrane and lipoprotein formation, and they also provide cholesterol for hormone synthesis in adrenal cells.",,9468,"1-Docosapentaenoyl-cholesterol,1-Osbondoyl-cholesterol,22:5(4Z,7Z,10Z,13Z,16Z) Cholesterol ester,CE(22:5),CE(22:5/0:0),CE(22:5n6/0:0),CE(22:5w6/0:0),Cholesterol 1-(4Z,7Z,10Z,13Z,16Z-docosapentaenoate,Cholesterol 1-(4Z,7Z,10Z,13Z,16Z-docosapentaenoate),Cholesterol 1-(4Z,7Z,10Z,13Z,16Z-docosapentaenoic acid,Cholesterol 1-(4Z,7Z,10Z,13Z,16Z-docosapentaenoic acid),Cholesterol 1-docosapentaenoate,Cholesterol 1-docosapentaenoic acid,Cholesterol 1-osbondoate,Cholesterol 1-osbondoic acid,Cholesterol Ester(22:5),Cholesterol Ester(22:5/0:0),Cholesterol Ester(22:5n6/0:0),Cholesterol Ester(22:5w6/0:0),Cholesteryl 1-(4Z,7Z,10Z,13Z,16Z-docosapentaenoate,Cholesteryl 1-(4Z,7Z,10Z,13Z,16Z-docosapentaenoate),Cholesteryl 1-(4Z,7Z,10Z,13Z,16Z-docosapentaenoic acid,Cholesteryl 1-(4Z,7Z,10Z,13Z,16Z-docosapentaenoic acid),Cholesteryl 1-docosapentaenoate,Cholesteryl 1-docosapentaenoic acid,Cholesteryl 1-osbondoate,Cholesteryl 1-osbondoic acid    ",Endogenous,All Tissues
780,718.4856490_MZ,718.485649,,,HMDB08896,C38H70NO8P,33,"Phosphatidylethanolamine (15:0/18:3(6Z,9Z,12Z))",,,,,,,,,,,,,,,
781,719.6133733_MZ,719.6133733,,,HMDB06729,C49H80O2,40,Cholesterol Ester with formula C49H80O2,,none,,14940-92-2,16061341,17221005,,,C02530,"Cholesteryl docosatetraenoic acid is a cholesteryl ester. A cholesteryl ester is an ester of cholesterol. Fatty acid esters of cholesterol constitute about two-thirds of the cholesterol in the plasma. Cholesterol is a sterol (a combination steroid and alcohol) and a lipid found in the cell membranes of all body tissues, and transported in the blood plasma of all animals. The accumulation of cholesterol esters in the arterial intima (the innermost layer of an artery, in direct contact with the flowing blood) is a characteristic feature of atherosclerosis. Atherosclerosis is a disease affecting arterial blood vessels. It is a chronic inflammatory response in the walls of arteries, in large part to the deposition of lipoproteins (plasma proteins that carry cholesterol and triglycerides). Docosatetraenoic acid is one of the main polyunsaturated fatty acids (PUFA) present in the brain, a lipid-rich organ containing mostly complex polar phospholipids, sphingolipids, gangliosides and cholesterol. Cholesteryl docosatetraenoic acid has been found in triglycerides-rich cells such as monocyte-derived macrophages. Docosatetraenoic acid is increased in plasma in children with protein-calorie malnutrition (PCM). (PMID: 17392137, 10424250, 9162758).",701.1583,5854,"22:4 Cholesterol ester,Cholest-5-en-3beta-yl (7Z,10Z,13Z,16Z-docosatetraenoate,Cholest-5-en-3beta-yl (7Z,10Z,13Z,16Z-docosatetraenoic acid,Cholesteryl docosatetraenoate,Cholesteryl docosatetraenoic acid               ",Endogenous,
782,720.4908368_MZ,720.4908368,,,HMDB09215,C41H72NO7P,50,"Phosphatidylethanolamine (18:4(6Z,9Z,12Z,15Z)/P-18:1(11Z))",,none,,none,53479707,24768677,,,C00350,"PE(18:4(6Z,9Z,12Z,15Z)/P-18:1(11Z)) is a phosphatidylethanolamine (PE or GPEtn). It is a glycerophospholipid in which a phosphorylethanolamine moiety occupies a glycerol substitution site. As is the case with diacylglycerols, glycerophosphoethanolamines can have many different combinations of fatty acids of varying lengths and saturation attached at the C-1 and C-2 positions. Fatty acids containing 16, 18 and 20 carbons are the most common. PE(18:4(6Z,9Z,12Z,15Z)/P-18:1(11Z)), in particular, consists of one chain of stearidonic acid at the C-1 position and one chain of plasmalogen 18:1n7 at the C-2 position. The stearidonic acid moiety is derived from seed oils, while the plasmalogen 18:1n7 moiety is derived from animal fats, liver and kidney. Phospholipids, are ubiquitous in nature and are key components of the lipid bilayer of cells, as well as being involved in metabolism and signaling. While most phospholipids have a saturated fatty acid on C-1 and an unsaturated fatty acid on C-2 of the glycerol backbone, the fatty acid distribution at the C-1 and C-2 positions of glycerol within phospholipids is continually in flux, owing to phospholipid degradation and the continuous phospholipid remodeling that occurs while these molecules are in membranes. PEs are neutral zwitterions at physiological pH. They mostly have palmitic or stearic acid on carbon 1 and a long chain unsaturated fatty acid (e.g. 18:2, 20:4 and 22:6) on carbon 2. PE synthesis can occur via two pathways. The first requires that ethanolamine be activated by phosphorylation and then coupled to CDP. The ethanolamine is then transferred from CDP-ethanolamine to phosphatidic acid to yield PE. The second involves the decarboxylation of PS. Plasmalogens are glycerol ether phospholipids. They are of two types, alkyl ether (-O-CH2-) and alkenyl ether (-O-CH=CH-). Dihydroxyacetone phosphate (DHAP) serves as the glycerol precursor for the synthesis of plasmalogens. Three major classes of plasmalogens have been identified: choline, ethanolamine and serine derivatives. Ethanolamine plasmalogen is prevalent in myelin. Choline plasmalogen is abundant in cardiac tissue. Usually, the highest proportion of the plasmalogen form is in the ethanolamine class with rather less in choline, and commonly little or none in other phospholipids such as phosphatidylinositol. In choline plasmalogens of most tissues, a higher proportion is often of the O-alkyl rather than the O-alkenyl form, but the reverse tends to be true in heart lipids. In animal tissues, the alkyl and alkenyl moieties in both non-polar and phospholipids tend to be rather simple in composition with 16:0, 18:0 and 18:1 (double bond in position 9) predominating. Ether analogues of triacylglycerols, i.e. 1-alkyldiacyl-sn-glycerols, are present at trace levels only if at all in most animal tissues, but they can be major components of some marine lipids.",721.9866,8339,"1-Stearidonoyl-2-(1-enyl-vaccenoyl)-sn-glycero-3-phosphoethanolamine,GPEtn(18:4/18:1),GPEtn(18:4n3/18:1n7),GPEtn(18:4w3/18:1w7),GPEtn(36:5),PE(18:4/18:1),PE(18:4n3/18:1n7),PE(18:4w3/18:1w7),PE(36:5),Phophatidylethanolamine(18:4/18:1),Phophatidylethanolamine(18:4n3/18:1n7),Phophatidylethanolamine(18:4w3/18:1w7),Phophatidylethanolamine(36:5)           ",Endogenous,"All Tissues,Brain"
784,723.0419655_MZ,723.0419655,,,HMDB12262,C20H26N10O12P2S2,37,Molybdopterin-AMP,,none,,none,25245677,none,,,none,"Molybdopterin-AMP is involved in molybdenum cofactor biosynthesis. ATP reacts with molybdopterin to produce molybdopterin-AMP and diphosphate. Molybdopterin-AMP reacts with molybdate to produce molybdenum cofactor, AMP, and H2O.",724.558,10987,Adenylated molybdopterin                 ,Endogenous,"All Tissues,Brain"
785,726.5000186_MZ,726.5000186,,,HMDB07875,C40H74NO8P,72,Phosphatidylcholine (14:0/18:3(6Z_9Z_12Z)),,none,,none,52922220,24766551,,,C00157,"PC(14:0/18:3(6Z,9Z,12Z)) is a phosphatidylcholine (PC or GPCho). It is a glycerophospholipid in which a phosphorylcholine moiety occupies a glycerol substitution site. As is the case with diacylglycerols, glycerophosphocholines can have many different combinations of fatty acids of varying lengths and saturation attached at the C-1 and C-2 positions. Fatty acids containing 16, 18 and 20 carbons are the most common. PC(14:0/18:3(6Z,9Z,12Z)), in particular, consists of one chain of myristic acid at the C-1 position and one chain of g-linolenic acid at the C-2 position. The myristic acid moiety is derived from nutmeg and butter, while the g-linolenic acid moiety is derived from animal fats. Phospholipids, are ubiquitous in nature and are key components of the lipid bilayer of cells, as well as being involved in metabolism and signaling.While most phospholipids have a saturated fatty acid on C-1 and an unsaturated fatty acid on C-2 of the glycerol backbone, the fatty acid distribution at the C-1 and C-2 positions of glycerol within phospholipids is continually in flux, owing to phospholipid degradation and the continuous phospholipid remodeling that occurs while these molecules are in membranes. PCs can be synthesized via three different routes. In one route, choline is activated first by phosphorylation and then by coupling to CDP prior to attachment to phosphatidic acid. PCs can also synthesized by the addition of choline to CDP-activated 1,2-diacylglycerol. A third route to PC synthesis involves the conversion of either PS or PE to PC.",727.9912,6999,"1-Myristoyl-2-g-linolenoyl-sn-glycero-3-phosphocholine,1-Myristoyl-2-gamma-linolenoyl-sn-glycero-3-phosphocholine,GPCho(14:0/18:3),GPCho(14:0/18:3n6),GPCho(14:0/18:3w6),GPCho(32:3),Lecithin,PC aa C32:3,PC(14:0/18:3),PC(14:0/18:3n6),PC(14:0/18:3w6),PC(32:3),Phosphatidylcholine(14:0/18:3),Phosphatidylcholine(14:0/18:3n6),Phosphatidylcholine(14:0/18:3w6),Phosphatidylcholine(32:3)",Endogenous,All Tissues
787,728.5233025_MZ,728.5233025,,,HMDB07874,C40H76NO8P,100,Phosphatidylcholine (14:0/18:2(9Z_12Z)),,none,,none,24778624,24766550,,,C00157,"PC(14:0/18:2(9Z,12Z)) is a phosphatidylcholine (PC or GPCho). It is a glycerophospholipid in which a phosphorylcholine moiety occupies a glycerol substitution site. As is the case with diacylglycerols, glycerophosphocholines can have many different combinations of fatty acids of varying lengths and saturation attached at the C-1 and C-2 positions. Fatty acids containing 16, 18 and 20 carbons are the most common. PC(14:0/18:2(9Z,12Z)), in particular, consists of one chain of myristic acid at the C-1 position and one chain of linoleic acid at the C-2 position. The myristic acid moiety is derived from nutmeg and butter, while the linoleic acid moiety is derived from seed oils. Phospholipids, are ubiquitous in nature and are key components of the lipid bilayer of cells, as well as being involved in metabolism and signaling.While most phospholipids have a saturated fatty acid on C-1 and an unsaturated fatty acid on C-2 of the glycerol backbone, the fatty acid distribution at the C-1 and C-2 positions of glycerol within phospholipids is continually in flux, owing to phospholipid degradation and the continuous phospholipid remodeling that occurs while these molecules are in membranes. PCs can be synthesized via three different routes. In one route, choline is activated first by phosphorylation and then by coupling to CDP prior to attachment to phosphatidic acid. PCs can also synthesized by the addition of choline to CDP-activated 1,2-diacylglycerol. A third route to PC synthesis involves the conversion of either PS or PE to PC.",730.0071,6998,"1-Myristoyl-2-linoleoyl-sn-glycero-3-phosphocholine,GPCho(14:0/18:2),GPCho(14:0/18:2n6),GPCho(14:0/18:2w6),GPCho(32:2),Lecithin,PC aa C32:2,PC(14:0/18:2),PC(14:0/18:2n6),PC(14:0/18:2w6),PC(32:2),Phosphatidylcholine(14:0/18:2),Phosphatidylcholine(14:0/18:2n6),Phosphatidylcholine(14:0/18:2w6),Phosphatidylcholine(32:2)          ",Endogenous,All Tissues
788,729.5819173_MZ,729.5819173,,,HMDB01060,C49H78O4,100,Ubiquinol 8,,none,,56275-39-9,22833558,17216048,,,none,"Ubiquinol 8 is a ubiquinol in which the polyprenyl substituent is octaprenyl. Ubiquinol-8 is the reduced form of Ubiquinone-8. Ubiquinone (also known as coenzyme Q) is an isoprenoid quinone that functions as an electron carrier in membranes. In eukaryotes ubiquinone is found mostly within the inner mitochondrial membrane, where it functions in respiratory electron transport, transferring two electrons from either complex I (NADH dehydrogenase) or complex II (succinate-ubiquinone reductase) to complex III (bc1 complex). The quinone nucleus of ubiquinone is derived directly from 4-hydroxybenzoate, while the isoprenoid subunits of the polyisoprenoid tail are synthesized via the methylerythritol phosphate pathway, which feeds isoprene units into the Polyprenyl Biosynthesis pathways. The number of isoprenoid subunits in the ubiquinone side chain vary in different species. For example, Saccharomyces cerevisiae has 6 such subunits, Escherichia coli K-12 has 8, rat and mouse have 9, and Homo sapiens has 10. Ubiquinol-8 is effective as an anti-oxidant. By donating one of its hydrogen atoms to become the free-radical semiquinone (.Q-), it can neutralize a lipid peroxyl radical. The free-radical semiquinone is then restored to a non-free-radical state by the respiratory chain Q cycle. ubiquinol or the free-radical semiquinone can also regenerate the Vitamin E tocopheroxyl radical by electron donation (http://www.benbest.com/nutrceut/CoEnzymeQ.html).",731.1412,953,"Ubiquinol(8),Ubiquinol-8",Endogenous,"All Tissues,Kidney,Liver,Brain,Heart"
