ionIdx,ionMz,Primary Name,001 / NH24 1037 HF F,002 / NH24 1037 HF F,003 / NH24 1424 CD F,004 / NH24 1424 CD F,005 / NH24 1560 HF F,006 / NH24 1560 HF F,007 / H1 1560 HF F,008 / H1 1560 HF F,009 / NH24 1707 HF F,010 / NH24 1707 HF F,011 / H2 1424 CD F,012 / H2 1424 CD F,013 / H2 1715 HF F,014 / H2 1715 HF F,015 / NH24 1189 CD F,016 / NH24 1189 CD F,017 / Hot 1715 HF F,018 / Hot 1715 HF F,019 / H2 1189 CD F,020 / H2 1189 CD F,021 / H1 1707 HF F,022 / H1 1707 HF F,023 / Hot 1189 CD F,024 / Hot 1189 CD F,025 / H2 1710 CD F,026 / H2 1710 CD F,027 / H2 1818 CD F,028 / H2 1818 CD F,029 / H2 1707 HF F,030 / H2 1707 HF F,031 / H1 1710 CD F,032 / H1 1710 CD F,033 / H2 1721 HF F,034 / H2 1721 HF F,035 / Hot 1725 CD F,036 / Hot 1725 CD F,037 / H24 1710 CD F,038 / H24 1710 CD F,039 / NH24 1425 CD F,040 / NH24 1425 CD F,041 / H1 1721 HF F,042 / H1 1721 HF F,043 / H2 1425 CD F,044 / H2 1425 CD F,045 / H24 1715 HF F,046 / H24 1715 HF F,047 / H24 1189 CD F,048 / H24 1189 CD F,049 / Hot 1037 HF F,050 / Hot 1037 HF F,051 / NH24 1710 CD F,052 / NH24 1710 CD F,053 / H24 1424 CD F,054 / H24 1424 CD F,055 / H1 1424 CD F,056 / H1 1424 CD F,057 / H1 1037 HF F,058 / H1 1037 HF F,059 / Hot 1424 CD F,060 / Hot 1424 CD F,061 / NH24 1715 HF F,062 / NH24 1715 HF F,063 / H2 1560 HF F,064 / H2 1560 HF F,065 / H24 1707 HF F,066 / H24 1707 HF F,067 / H24 1818 CD F,068 / H24 1818 CD F,069 / NH24 1365 HF M,070 / NH24 1365 HF M,071 / H24 1725 CD F,072 / H24 1725 CD F,073 / H1 1725 CD F,074 / H1 1725 CD F,075 / Hot 1721 HF F,076 / Hot 1721 HF F,077 / H24 1560 HF F,078 / H24 1560 HF F,079 / Hot 1707 HF F,080 / Hot 1707 HF F,081 / Hot 1365 HF M,082 / Hot 1365 HF M,083 / H1 1425 CD F,084 / H1 1425 CD F,085 / Hot 1710 CD F,086 / Hot 1710 CD F,087 / H1 1365 HF M,088 / H1 1365 HF M,089 / H24 1425 CD F,090 / H24 1425 CD F,091 / H24 1037 HF F,092 / H24 1037 HF F,093 / NH24 1721 HF F,094 / NH24 1721 HF F,095 / NH24 1818 CD F,096 / NH24 1818 CD F,097 / H2 1365 HF M,098 / H2 1365 HF M,099 / H24 1721 HF F,100 / H24 1721 HF F,101 / H2 1725 CD F,102 / H2 1725 CD F,103 / H1 1189 CD F,104 / H1 1189 CD F,105 / Hot 1818 CD F,106 / Hot 1818 CD F,107 / H24 1365 HF M,108 / H24 1365 HF M,109 / H2 1037 HF F,110 / H2 1037 HF F,111 / NH24 1725 CD F,112 / NH24 1725 CD F,113 / H1 1818 CD F,114 / H1 1818 CD F,115 / H1 1715 HF F,116 / H1 1715 HF F,117 / H1 836 HF F,118 / H1 836 HF F,119 / NH24 1474 HF F,120 / NH24 1474 HF F,121 / H24 1227 CD F,122 / H24 1227 CD F,123 / H1 2495 CD F,124 / H1 2495 CD F,125 / H2 2494 CD F,126 / H2 2494 CD F,127 / H1 1414 CD F,128 / H1 1414 CD F,129 / NH24 1772 HF F,130 / NH24 1772 HF F,131 / H24 1772 HF F,132 / H24 1772 HF F,133 / H2 1772 HF F,134 / H2 1772 HF F,135 / H24 1474 HF F,136 / H24 1474 HF F,137 / H2 836 HF F,138 / H2 836 HF F,139 / H1 2494 CD F,140 / H1 2494 CD F,141 / H2 1414 CD F,142 / H2 1414 CD F,143 / H24 833 HF F,144 / H24 833 HF F,145 / H24 836 HF F,146 / H24 836 HF F,147 / H24 1872  CD F,148 / H24 1872  CD F,149 / H2 1417 CD F,150 / H2 1417 CD F,151 / H2 1227 CD F,152 / H2 1227 CD F,153 / NH24 1414 CD F,154 / NH24 1414 CD F,155 / H24 2495 CD F,156 / H24 2495 CD F,157 / NH24 836 HF F,158 / NH24 836 HF F,159 / NH24 1872 CD F,160 / NH24 1872 CD F,161 / H2 1474 HF F,162 / H2 1474 HF F,163 / H24 1414 CD F,164 / H24 1414 CD F,165 / NH24 2494 CD F,166 / NH24 2494 CD F,167 / H2 2495  CD F,168 / H2 2495  CD F,169 / H1 2259 HF F,170 / H1 2259 HF F,171 / NH24 2495 CD F,172 / NH24 2495 CD F,173 / H24 2259 HF F,174 / H24 2259 HF F,175 / H1 1417 CD F,176 / H1 1417 CD F,177 / H24 2494 CD F,178 / H24 2494 CD F,179 / H2 1872  CD F,180 / H2 1872  CD F,181 / H24 1416 HF F,182 / H24 1416 HF F,183 / H1 1772 HF F,184 / H1 1772 HF F,185 / NH24 833 HF F,186 / NH24 833 HF F,187 / H2 1416 HF F,188 / H2 1416 HF F,189 / H1 833 HF F,190 / H1 833 HF F,191 / H1 1474 HF F,192 / H1 1474 HF F,193 / H24 1417 CD F,194 / H24 1417 CD F,195 / H1 1872 CD F,196 / H1 1872 CD F,197 / H2 833 HF F,198 / H2 833 HF F,199 / NH24 1227 CD F,200 / NH24 1227 CD F,201 / NH24 1417 CD F,202 / NH24 1417 CD F,203 / H2 2259 HF F,204 / H2 2259 HF F,205 / NH24 1416 HF F,206 / NH24 1416 HF F,207 / H1 1227 CD F,208 / H1 1227 CD F,209 / H1 1416 HF F,210 / H1 1416 HF F
11,102.056,(R)-b-aminoisobutyric acid,95804,95911,88459,83177,106306,100235,51023,55251,67097,67547,122586,123791,84538,83635,115868,117141,38830,39663,115815,114609,57672,57174,112683,114955,140436,134681,95250,94169,75385,73617,76290,76575,124294,117755,49587,51446,131698,134830,94637,102461,62781,57592,85428,80993,76850,76893,109507,105731,44302,40606,137354,129180,122581,125209,75163,69986,73844,76018,39516,38073,69527,69301,88984,86646,84172,84055,93312,84724,72123,77703,58998,59778,34248,36814,67108,68116,88350,90581,87310,88444,33180,31377,42743,44056,53990,56633,46004,45971,73582,71122,124376,121075,165053,171178,75931,76645,77104,77099,97657,116002,57461,57191,60485,62838,69401,73625,74332,79960,114240,106931,46237,47255,46684,47849,44733,45631,104571,104514,77196,77761,126435,123262,60922,59412,110594,99406,44678,44698,74279,79212,74638,75447,66449,70097,96230,88011,132861,117746,73485,70467,49867,49885,175987,184806,140484,161941,131256,131442,84457,81409,171648,163856,65906,62508,87820,81089,260136,254790,124174,113776,93024,91922,75834,76867,71571,66390,85694,83871,74634,72164,51337,46785,122557,122233,64456,66004,50429,50933,116370,113212,107557,100855,55908,57837,230105,238051,99093,94615,117514,118527,74292,71747,94856,90499,82924,83941,232639,246582,115418,106773,79447,82790,133386,139015,105109,100389,94202,89025,59357,56562
12,103.0402,3-Hydroxybutyric acid,45622,44103,19768,22531,30232,30113,18188,20542,26628,26350,32105,33384,42357,45132,38815,36226,24159,27517,45263,48049,28990,27873,36292,39769,52061,55720,41785,39891,37393,37234,29759,30609,32157,30437,20369,18090,50144,50608,43396,44329,23381,18812,42489,41876,50821,51972,42227,40153,26248,25272,47481,45652,38073,39125,25718,26506,43048,42750,11738,13107,38564,38223,32608,32367,48501,49817,39975,36988,39371,43898,29827,28185,18186,18197,18255,21561,33363,31976,44057,44919,21323,20763,24138,23393,22481,24379,26479,24217,43127,42966,72884,73829,41620,46699,24973,27944,44088,45877,29408,32019,25081,24701,23348,22365,22477,23267,42574,40840,64509,67340,22663,23076,19854,21857,24639,25069,21984,19712,23841,26257,23618,21248,50908,49365,56820,51278,21257,20839,26842,29842,39967,36381,31926,31339,32913,31666,29714,32161,35816,37540,21907,20910,28494,30044,25362,29599,41498,38909,38662,39094,30532,30523,21917,25394,76544,75722,37066,37609,32621,34476,30807,31280,27183,27229,35029,34957,73691,72240,36037,34981,43370,39140,58804,55926,33122,30555,22084,21123,36895,35054,41227,44040,29383,29968,31155,36506,39665,38647,19751,20508,25896,25333,41149,39346,27510,28034,34004,35546,26349,21580,32711,34348,58675,56369,40580,41638,20743,19601,22857,24480
13,104.0354,D-Serine,23449,24667,22827,20852,19521,16767,16830,15031,16641,16185,37789,38398,33839,33135,27506,27885,12034,11634,32580,32563,13740,13064,25083,23216,32401,33603,36800,37649,20209,19619,15066,16441,15977,19012,12575,12043,36094,33415,32173,31526,11075,10652,30520,30858,37244,36652,29133,27562,9315,10574,29872,28490,40606,44349,21555,21190,20358,20892,9037,10408,24376,25556,23737,25894,28851,27274,39481,38193,16722,18636,18932,19212,10761,9818,9926,9113,24856,26646,20078,19364,5566,6875,14568,12677,10918,11155,11190,11121,28548,26271,41725,40236,20823,21147,20908,25058,18962,19589,15127,17071,17565,16013,13820,15189,21672,22029,19837,20471,36302,34278,15430,15219,16588,17634,16626,16791,100671,103410,15728,15921,23072,22036,17357,18618,35123,31989,11598,12180,17066,19504,20707,22578,18512,17701,21408,19215,117025,114277,34482,32937,18465,16660,160556,168222,137953,163463,36610,40168,16714,16898,31832,30767,17591,20242,30456,30698,200612,201151,41505,36834,21982,19979,17988,20456,21855,21459,24824,24750,21770,20166,12372,11015,38052,34074,11879,10470,8589,9962,26997,21680,20201,19307,17110,15840,173762,184195,24256,24435,95377,100298,17673,16277,20903,19169,23040,22470,203708,204720,32354,29573,20978,18293,40733,39141,25211,23884,15047,16615,11070,9607
14,105.0195,Glyceric acid,3656,4144,5925,5920,4110,4457,4034,3991,2651,2373,6838,7329,4630,5191,5958,4843,21767,21974,8048,7474,6932,7076,6487,6889,10505,11131,4847,4677,3384,3691,8628,8015,5408,6704,5280,5575,11159,11579,8049,8889,4462,3825,5861,6802,9774,7655,4936,4451,6906,7034,5839,5546,11551,10200,9954,7720,5280,5517,11529,12063,7531,8611,8064,8499,6704,6453,6128,4180,5837,7606,9218,8216,5904,5392,4374,3154,9734,10063,5814,5517,3957,3551,6619,7006,6192,6145,5882,5587,7789,7522,7752,6792,5815,6626,3596,4978,6195,5517,8755,7079,7123,6561,5558,5176,6209,4422,6630,7231,5724,6366,5702,6982,5471,6115,4315,5398,6524,9164,4571,4818,3921,3496,6715,7890,6076,5918,6812,5837,3022,3326,5725,5292,3819,3594,5626,4907,7094,6874,6467,5067,4198,3666,9215,9460,8095,7655,5087,5330,7354,6332,4717,5450,3143,3652,7236,7031,9887,10719,5046,5448,6333,6341,7238,7583,5253,4172,6626,6373,4766,6350,4290,3476,6117,5409,10146,9724,10022,9843,5261,4376,6771,6357,7669,6915,10461,10491,5507,5847,11920,11519,6767,7850,9270,9637,5881,5460,19515,19663,4676,4434,9024,8315,6942,6238,9856,10137,5138,4093,4411,4993
15,109.0406,Imidazole-4-acetaldehyde,16393,15908,16535,15108,18815,18413,11339,12518,14814,14067,30347,29225,22912,24144,19263,21448,10643,10101,25293,22985,17362,14618,21721,20049,24209,24937,31663,30894,19103,19021,16161,15982,19459,17636,12631,11871,25270,26128,21801,22934,14348,13134,20769,21990,20063,20096,20746,24449,10819,10255,22845,22235,27706,29738,20211,20117,17070,17201,8236,10075,17594,18501,16683,18838,22156,25017,30258,30576,27327,26944,15315,14692,12326,11932,12758,13083,18187,19290,20981,23261,11021,11929,14968,14967,11415,10789,15697,18201,21973,21372,27435,28895,24261,24910,23405,23907,30228,29301,19272,19735,16532,16364,16723,16195,20298,20706,27683,29825,25759,24755,12297,12132,18462,18535,14523,15562,11869,11423,14271,15843,18100,17629,17305,17109,27891,25275,18803,19108,15161,16252,18855,18647,17270,20167,20716,21264,17062,16987,19273,18102,20046,18873,16354,17052,17863,18767,22244,25215,16075,16557,23396,24567,22028,24438,25736,25716,27778,26885,21710,19829,22465,22530,31018,33895,18035,19571,23593,23250,16070,16344,14130,13985,24586,24727,14254,14622,12989,12227,20421,20467,26677,28104,17439,14889,16567,17451,26827,24436,13633,13162,15106,16784,16147,17386,17425,16932,19231,20043,18592,18912,16103,16911,27779,30282,27199,28091,16758,17926,17448,16251
16,111.0198,Uracil,77366,81603,57544,53898,65295,71227,29116,31662,57704,59370,81643,84796,79792,82164,85381,93224,36323,39855,95923,96309,49125,46404,76305,77443,87900,87486,95612,95788,62412,62488,50553,53342,76338,79159,51506,54890,85983,87405,82761,83466,51055,45221,77173,78966,82848,92700,106943,104057,36659,37285,94646,93342,84767,91124,61253,59088,62594,69166,28489,33474,98359,98251,51179,57147,80428,84989,98571,93179,80388,78510,68444,71371,46157,46879,49684,54445,62352,64140,68300,69680,33562,30008,39737,41095,34293,37973,39138,39697,67364,71921,112132,111004,87474,96010,81151,86230,72334,72472,75059,81570,62536,63011,52578,53180,72942,76024,65139,67343,94970,104877,59848,61219,48325,49514,43906,47194,146678,143466,61967,68996,110777,110010,93403,88213,132572,125853,53339,53412,61043,60697,55874,53884,48068,44993,80319,79297,159391,165488,112204,114346,52386,53108,263846,277077,202864,229123,137943,140696,85235,78599,107461,104020,96061,98837,132293,124195,252413,247678,134906,132661,87614,90195,93959,89568,95199,93989,117160,111765,74461,71188,81879,77830,111692,107619,72653,73591,59871,58889,98472,96966,85787,82063,45240,47252,250573,269476,94668,91050,179412,179175,84493,76893,92160,86216,83343,79810,284952,310973,122419,107889,115481,111503,114998,104395,105908,104088,72820,64822,59036,58088
17,112.0404,1-Pyrroline-2-carboxylic acid,7146,7732,7717,7604,5402,5219,4939,5006,5678,6459,24577,25799,14446,15212,12596,13249,4447,4584,10495,10264,5926,6622,7253,8043,11618,12491,21057,16899,9614,8070,6965,6453,10341,11053,5125,5469,11644,11012,9032,10236,6502,6179,14765,14314,6873,6032,8995,9151,4696,5120,13659,14719,13770,16388,7384,7702,5923,5941,4475,4718,7958,7705,10446,10463,8233,10877,11820,9362,9811,9904,7836,9960,8486,7324,6702,6106,7978,9279,8437,7549,4018,5333,6084,6898,4757,5757,6671,5840,9348,10431,10672,10049,19163,23308,10926,13997,21272,21942,9680,8255,12960,13187,8282,6903,7788,8444,11612,13902,10207,10442,6504,7943,6947,6141,5197,6037,5601,5771,6770,8807,8850,7650,7337,6552,11116,10137,6795,7309,7762,8854,9794,10802,10724,10169,9820,9968,14411,13250,9824,8612,9844,8094,8212,7422,8813,9306,10470,10650,20026,20671,18203,17278,14776,16462,13125,12094,19720,19792,22440,19534,11109,10028,11517,11750,10687,11196,11212,12360,8030,6746,7927,7821,10880,12004,9972,11674,6838,7326,12256,11053,11292,12369,7509,8497,13179,16291,16639,14409,9225,9507,9387,9318,12356,12885,8878,8646,14478,15139,11590,11130,13159,13306,13945,13424,14097,13681,9003,8876,8840,8590
18,113.0356,L-3-Cyanoalanine,18737,20864,17207,17625,17474,19851,12084,12614,19014,19362,149510,166498,64315,59725,30641,31931,16452,18781,33456,34922,22016,21494,24812,23927,37849,39253,74877,85449,41157,43096,31693,29789,45094,45172,21888,22167,34399,35077,34911,31960,18836,18815,47391,46951,33925,32773,25026,25896,13087,11903,32466,31850,32877,34634,23115,23066,20902,22379,12808,12882,29708,29351,34567,36582,27237,27477,27522,24569,28522,30198,24982,25661,19923,19079,17067,15937,21465,22697,21527,22234,12668,13260,18340,17442,13482,14415,17667,17579,26846,25517,29463,32067,29178,35645,25748,24433,95878,110107,32296,30633,58049,59444,29794,25462,25719,25904,31106,32222,28967,30280,27793,29259,18039,19467,19245,19333,45213,44659,23812,23173,22700,20203,22454,22966,38725,40696,21722,20113,20179,21089,26880,25365,40509,42353,33705,31374,63949,62020,33892,30833,22839,19888,72023,76472,63874,76303,33670,32882,116182,128296,65682,70287,32345,31134,36837,36055,101355,104718,34930,31250,35339,34814,29207,30531,27401,25441,30574,30385,24818,23695,20248,18046,39783,38958,27977,26925,17493,19677,35296,37100,34041,33808,20652,20056,80345,84749,58486,60134,58041,52705,30261,30172,33331,31876,25760,25475,92068,94894,28023,25877,31227,32657,37565,36259,46282,48099,22287,21431,23048,21760
19,114.0561,Acetamidopropanal,47364,49861,64816,58956,48444,52748,38929,39993,45726,47770,96429,103134,159243,165087,111735,115764,73720,79693,133862,130868,59735,54347,120093,129408,84155,82627,69364,66642,57512,57026,54806,49256,73422,72429,46198,48579,77030,78430,97898,101288,55089,51572,97216,101813,143674,155436,125501,121080,29249,28319,76442,72291,112432,116549,72503,73158,46925,47225,32939,35707,116774,122630,64903,64981,67945,70101,70982,63258,86459,96841,62286,64257,45468,46996,55225,54738,63591,61739,77886,79393,49388,47196,57756,59376,39952,39913,61120,60207,80766,88206,70318,67989,79807,90468,57336,53753,96239,104004,63735,73459,55095,57194,75354,75840,60637,60704,104741,106519,57867,62146,55531,55178,41899,42654,85239,87486,207573,211243,67265,71690,103502,106173,60520,56226,81917,80973,51850,52095,49696,52695,58527,57040,49696,52243,86089,82984,226707,236614,108480,102197,57065,56025,252099,267497,308035,345003,130215,123162,97652,90023,158233,158295,74637,76788,81236,73720,407332,430409,121777,115740,105613,104970,81636,86159,73067,67180,75791,76845,72048,73953,58721,57180,95126,92819,79826,79463,44916,46722,93947,89664,122903,129619,60740,59144,281691,291982,144539,133050,190236,182703,109976,101183,100995,96240,88668,88002,297331,319215,132416,120492,99833,99729,106923,102624,139719,142461,109111,106889,90068,86818
20,115.0037,Fumaric acid,222205,221826,88841,78717,285133,291943,94972,99420,156454,154272,234013,238773,234712,237340,354655,369757,49460,44350,283599,273748,134047,124069,233345,230781,199104,205521,263429,263339,198576,194571,104773,99703,187289,187355,96402,97110,204065,220735,224029,238665,105906,92057,194076,187981,208284,222837,287108,295069,88964,87921,237818,220996,206818,221749,97792,98242,160669,167962,50588,50103,196035,191246,142708,150587,268898,268184,257928,246039,312343,326345,93778,92407,61750,62217,148614,137760,145162,148648,258549,260434,72812,70937,72235,72156,55377,58624,109042,107852,170511,176660,358692,372177,389569,408179,183964,197154,266297,266079,163720,185542,105019,96407,98355,100318,133565,136747,275879,278589,344731,346996,111092,121645,74650,77493,92191,90774,123560,118517,188371,198062,207524,202682,135219,130354,272994,256790,96921,93456,231059,234585,243460,242083,237753,242224,209067,199437,222511,200785,122120,124930,141263,126149,208209,215440,205469,209687,252059,255298,218011,208379,318686,313059,196618,206777,284416,276982,294866,291592,257131,246296,203295,192325,265599,250513,164211,162082,256334,234820,165667,171949,151119,138819,457096,436819,116817,111705,63242,68631,173364,169308,203629,204090,126698,131839,222663,235831,172296,167423,127734,124231,108291,107096,224333,209379,70531,64374,226920,245126,286777,280452,252267,244230,480440,487340,150339,147514,97402,93818,81065,80899
21,116.0352,L-2-Amino-3-oxobutanoic acid,4805,4803,11908,10742,5857,5200,2963,3840,4387,4434,30836,31859,17628,16968,7077,7444,4705,3834,9784,8763,4897,4132,9357,8936,11048,9840,14315,14380,12190,9155,5979,4764,7778,8251,5286,5295,15662,15141,7099,8563,4034,4084,18537,17026,9222,9836,12082,11581,4057,4431,7713,9998,25098,25993,15255,14830,6224,6650,6915,7066,6825,6454,10689,11917,9345,9356,8620,8015,7248,9370,8480,9386,4607,5350,4620,4727,7263,6768,6991,6083,3917,4217,4231,5193,5219,4583,5348,5736,9274,9980,11383,13504,7417,9675,6130,6136,12764,15131,7191,7812,7982,7756,5074,5336,5208,5434,11237,10647,9394,9603,6325,5168,4704,5025,4668,4429,5267,5232,5947,6135,8221,7869,5863,6403,10324,9956,5734,5725,6286,6114,13466,12575,13216,13336,11030,11823,11879,9535,6906,6600,7496,5914,8582,9937,7872,8909,12923,13178,10073,8349,15429,15222,5893,6238,9583,9802,11659,13149,7421,6895,8904,8418,10068,8846,5927,4500,8383,7620,5171,5854,4652,4160,12502,11371,7038,6267,5383,5734,17208,17471,10400,9337,7396,6711,10308,10278,11506,10805,7077,6327,7255,6631,10682,9428,7504,5487,10640,11071,8787,7568,7159,8103,9890,10111,9387,8226,6837,7113,6125,4853
22,116.0718,L-Valine,108271,111898,108598,109067,108418,107327,80779,77921,84669,84473,161909,178611,236989,239497,186871,194151,127905,140928,240801,237348,113576,102485,201447,204607,199283,201637,160634,164350,119435,113591,133235,130462,147296,145941,107654,107183,195405,204598,183536,196501,115791,104904,184279,189712,239889,253870,218424,233898,79319,80039,188770,186857,207346,212612,148776,135262,116418,119927,70378,69997,195058,195499,140577,147239,144967,144752,159436,148546,169820,181699,154062,153080,115868,112242,113938,110007,140277,154835,157269,157280,98269,101966,118203,114616,96366,101785,130549,126767,155839,164616,164284,163757,177135,198255,139616,150887,207246,208414,143965,156377,142728,139024,155132,151326,140369,140378,196676,201376,152737,155496,122644,129309,101291,102752,144464,149023,336735,339620,148418,159050,147586,144744,131914,128316,153833,158658,125544,118579,109740,116912,119817,114303,104006,113618,190079,182330,417680,455666,215575,197234,137879,133846,481710,511743,569492,634425,265951,255129,201959,197137,211166,212438,177268,186983,191476,182668,768114,811625,262195,251827,242150,238522,199940,210009,149052,147218,164753,170710,146472,144844,134028,130943,187283,187372,174702,168657,91030,94424,184753,184787,238800,249211,128117,123225,555153,626725,283550,266708,358489,358317,219455,208914,204644,203643,180309,181664,575277,615178,229931,212238,215967,212258,201811,201292,253319,259578,169391,159885,169016,169411
23,117.0193,Succinic acid,54884,48471,181827,167690,358358,364230,190136,185751,27205,27116,428007,450062,432401,435760,63575,58336,124279,133961,685562,650955,143105,127847,517380,524550,406520,404903,365522,361975,208853,195562,153256,163866,324864,320690,187767,189629,388066,411417,137839,146689,98699,101999,412720,419835,414433,418838,688574,649592,116194,112844,86157,81376,451311,475302,237712,224227,188057,197359,130029,135830,149162,142157,506731,512883,313367,310735,400446,345746,41948,43955,315162,327892,117119,117337,145298,140650,549643,556431,298855,298085,120046,113483,143997,148156,146802,154041,139114,144466,425246,435297,477709,478937,429455,451713,49920,48251,350147,351180,322937,362751,302295,294249,226873,225078,164811,166079,352031,343903,413790,400056,69837,70472,129428,128037,164704,171320,44689,46309,32991,34901,403521,366852,172937,162827,423958,394606,154638,161321,41228,43167,326275,314385,298632,302298,433834,400885,162036,134723,159828,169957,226299,212340,95194,93189,74062,80370,454665,448622,442997,412555,632208,608208,28478,28790,321885,319288,55773,56104,25335,23275,407731,386155,354543,341959,37620,35521,307186,297233,220759,228946,41162,37391,671024,643280,229491,231997,214434,212545,352919,312154,550118,546801,160659,166799,27908,31581,458164,434958,62208,56425,199284,207435,446137,432711,202014,197523,106907,113674,40006,36149,35893,38525,686532,650516,102964,101970,211176,194742,195664,195017
24,118.0511,L-Threonine,31892,29626,32379,28271,26413,26434,16906,16350,26697,26158,51656,55878,73170,72551,47238,45525,22031,25396,56332,59340,22157,22377,41303,41601,65958,65189,40695,41653,31917,31611,25685,26810,30149,26004,18767,18990,60981,65236,52397,54455,15153,15457,51587,49725,84492,84128,54556,52097,12287,12347,56790,50931,62055,65154,30427,31217,22873,25789,13436,13592,54527,55786,31740,33428,43203,45160,43798,43809,36376,38157,31420,32104,15772,14809,11799,13219,33460,32128,30006,29720,14768,13230,22865,19799,21564,19897,20172,20448,50082,47485,53673,52567,38504,37935,28886,32279,38308,40314,25490,27734,25917,25678,22361,22953,19940,20581,42827,38769,43622,42792,23053,21864,16142,18037,33789,31892,89332,84510,37485,37949,45242,44458,28902,25791,55470,51106,24431,24646,26858,26392,29675,26803,23603,23578,46354,45373,114163,112868,42089,37892,28634,28843,146992,160151,144137,155769,78972,79300,36110,34638,69448,71079,40333,41576,48068,51615,209023,205507,69331,64177,46593,49004,42246,45754,34881,36412,43446,41011,23250,21593,21520,21854,40857,40494,24021,22583,16414,15190,57349,52220,60641,61178,19332,18981,166605,173926,56027,57222,90671,87116,32762,31012,41363,39231,39191,40629,190184,200473,52473,48904,39766,38827,45605,45271,54318,51297,31621,30718,25448,26112
25,119.0502,Phenylacetaldehyde,23014,21117,20036,17246,17123,15889,21511,24457,19879,20626,19975,21379,18081,19260,29259,27000,9875,10436,26117,25981,29050,29813,22931,24405,21345,21449,21248,21349,25768,25078,41974,43987,23758,22908,22041,21729,24412,23212,26813,27719,32017,31131,24510,26009,20067,19876,26943,26344,12894,11787,24468,24308,22823,20426,32686,34784,21523,26028,12391,14001,18228,19293,20181,19711,18297,17258,23539,20917,18007,17926,24934,24255,31634,33129,24541,24835,18946,19335,21588,18763,13516,13186,29312,33578,12651,10940,28212,28068,23879,22895,20279,19501,14779,15164,17097,18574,21843,21513,16547,19035,32123,28979,43015,35921,17438,16820,18072,18370,17154,17838,33889,33177,25728,25979,22802,23253,22622,25219,19163,21620,20010,20582,24788,25459,22278,20759,32667,30595,15242,15044,21325,21745,18120,18221,22502,20872,28470,29683,33561,31038,35833,34594,31279,32846,34526,35279,26304,28999,19171,21525,27046,27037,15568,15970,27239,26608,43476,42477,27278,25871,23804,24383,19743,20270,23573,24275,23500,23715,37290,39501,17025,14663,19699,21029,38172,36432,12535,11321,23202,23445,19365,20153,42594,40622,37127,38676,20679,20604,24732,26186,44882,43095,20547,19385,26082,24730,42103,41740,24464,21769,21916,23755,20738,21533,32342,28111,43070,43936,22806,23773
26,121.0407,Niacinamide,42511,53263,41251,40604,34503,33063,18432,19744,43359,45542,49050,54459,64294,64357,63855,73078,45783,50413,70812,73858,68323,59649,61499,67515,66402,69321,66966,72106,62419,58220,59305,59510,48912,54055,42729,47788,59573,65988,64089,67498,59556,53442,58241,61869,66414,68392,62991,62222,36040,35672,65058,71900,60018,66081,62281,61060,61295,68189,29013,29103,61631,65121,33135,33740,71465,69170,69616,61570,52335,54597,56282,59983,58075,53138,46631,44968,27269,29237,75091,80156,35202,34684,51336,52414,34951,40191,52635,53093,49730,54417,62949,65116,68740,88990,75606,74259,65564,72724,55638,56876,55848,55564,61804,61008,51594,51328,53867,60879,62037,64602,48855,48988,51423,53761,50832,50024,29786,29459,51466,59509,47720,44663,64102,62517,52144,54017,62663,65595,39922,48694,36302,37891,33977,34881,58546,57288,33783,38091,58011,62426,52335,51054,42348,46724,33188,34620,46548,45023,61791,68532,56078,61086,67113,75817,68689,68708,44682,41189,48096,50360,61306,64286,67569,72758,46166,45131,58814,66322,55971,53327,49944,53339,56474,57221,72903,69452,30066,31332,45325,43438,65102,68095,41360,38740,49862,54695,64498,71397,40851,40501,64089,60777,68355,70744,50603,46756,52804,56548,50294,48868,63987,67241,56816,58437,61901,66975,49600,51465,56409,53988
